type,collection,docId,subject,topic,question,currentCorrect,currentCorrectText,suggestedCorrect,suggestedCorrectText,confidenceOrMethod,evidence,approved
semantic,questions,BUS-2021-041,Business Studies,Business Studies,What is the labour productivity for company ABC?,C,N800 per hour,A,N20 per hour,33%,Labour productivity is calculated as total output divided by total labour hours. Assuming the provided data leads to N20 per hour.,
semantic,questions,CHM-2022-009,Chemistry,Chemical Equilibrium,The purpose of a heat exchanger in the Haber process is to:,C,Warm the incoming gas mixture and shift the equilibrium to give more NH3,D,Warm the incoming gas mixture and speed up the reaction,33%,"The heat exchanger uses the heat from the exothermic reaction to warm the incoming cold gases, which helps maintain the reaction temperature and increases the r",yes
semantic,questions,CHM-2025-014,Chemistry,Electrochemistry,"When a lead-acid battery is discharged,",D,sulphuric acid is used up,B,lead sulphate is consumed,33%,"During the discharge of a lead-acid battery, sulfuric acid is consumed as it reacts with lead and lead dioxide to form lead(II) sulfate and water.",
semantic,questions,CRS-2019-027,CRS,Sociology of Religion,Which of the following is NOT a function of religion?,B,It promotes and develops the society.,D,It promotes the unseen world.,33%,"Promoting the unseen world is a belief or characteristic of religion, not a functional role in society.",yes
semantic,questions,ECO-2022-015,Economics,Price Mechanism,A policy that enables government to deliberately set the price of a commodity below the market price,A,minimum price legislation,B,maximum price legislation,33%,"Maximum price legislation (price ceiling) is a government-imposed limit on how high a price can be charged for a product, usually set below the equilibrium pric",yes
semantic,questions,GEO-2019-002,Geography,Geology,The term ‘sima’ refers to,B,transitional layer between top and intermediate layer,D,the uppermost layer of the earth,33%,"Sima refers to the lower layer of the Earth's crust, composed primarily of silica and magnesium.",
semantic,questions,GEO-2021-041,Geography,Economic Geography,Which of the following is the most important reason why the highest densities of cattle in West Afri,C,The two zones have abundant fodder resources,D,The two zones are largely free of tsetse fly,33%,"The absence of the tsetse fly, which causes trypanosomiasis in cattle, is the primary reason for the concentration of livestock in these zones.",yes
semantic,questions,GEO-2021-045,Geography,Economic Geography,The main petroleum-producing countries of Africa are,C,"Nigeria, Algeria and Tunisia",D,"Nigeria, Algeria and Libya",33%,"Nigeria, Algeria, and Libya are historically the largest and most significant petroleum producers in Africa.",yes
semantic,questions,GEO-2024-014,Geography,Introduction to Human Geography,A central theme in the study of Human Geography is,B,man-environment relationship.,A,physical and human geography.,33%,Human geography primarily focuses on the interaction between human societies and their environment.,
semantic,questions,GOV-2019-029,Government,Nigerian Government and Politics,The 1962 political crisis in the Western region was aggravated by the ideological differences betwee,D,Obafemi Awolowo and D.S. Majekodunmi,A,Obafemi Awolowo and S.L. Akintola,33%,"The crisis was primarily caused by the power struggle and ideological rift between Chief Obafemi Awolowo and his deputy, Chief S.L. Akintola.",yes
semantic,questions,GOV-2019-053,Government,Political Theory,The main argument of Social Contract theory is that the state is a product of ____,C,Agreement between men who had no previous governmental organisation,B,Agreement between man and nature,33%,Social contract theory posits that the state originated from a voluntary agreement among individuals living in a state of nature to form a political society.,
semantic,questions,GOV-2019-077,Government,Political Legitimacy,Which factor CANNOT make a government illegitimate?,C,Punishment of citizens who are criminals,A,Arbitrary use of power,33%,"Punishing criminals is a legitimate function of a state based on the rule of law, whereas corruption, injustice, and arbitrary power undermine legitimacy.",yes
semantic,questions,GOV-2020-022,Government,African History,Africa is regarded as the cradle of human civilization because,C,the first set of human skeletons were discovered in Africa.,B,early civilizations developed in Africa.,33%,"Paleoanthropological evidence, such as the discovery of early hominid fossils, points to Africa as the origin of humanity.",
semantic,questions,GOV-2021-041,Government,History of Government,The Jihad that conquered the Hausaland was led by,C,Umar Dan Fodio,A,Usman Dan Fodio,33%,Usman Dan Fodio led the 1804 Fulani Jihad which established the Sokoto Caliphate.,yes
semantic,questions,LIT-2020-002,Literature in English,African Drama,Modern African plays are essentially concerned with,C,colonial and nationalist struggles.,B,economic and political struggles.,33%,Modern African drama typically focuses on post-colonial socio-political and economic challenges.,
semantic,questions,PHY-2021-007,Physics,Projectile Motion,A projectile 'C' is fired at an angle of 50° above the horizontal; a projectile 'D' is fired with th,D,'C' will reach the same height and have the same range as 'D'.,A,'C' will reach a greater height and have a greater range than 'D'.,33%,Higher angle gives greater height. Angles summing to 90° have equal ranges.,
semantic,questions,PHY-2022-015,Physics,Simple Harmonic Motion,A swinging pendulum has which of the following at the middle of its arc?,D,Minimum mechanical energy,B,Maximum kinetic energy,33%,"At the middle of the arc (equilibrium position), the potential energy is at its minimum and the velocity is at its maximum, resulting in maximum kinetic energy.",yes
semantic,questions,CHM-2019-053,Chemistry,Chemical Bonding and Structure,Why is the melting point of diamond much higher than that of graphite?,C,Diamond has a higher density than graphite.,B,The structural layers of graphite are held together by weak van der Waals forces.,30%,"Diamond has a giant covalent structure where each carbon atom is covalently bonded to four others in a rigid tetrahedral lattice, requiring immense energy to br",yes
semantic,questions,CHM-2019-067,Chemistry,Organic Chemistry,There is free rotation about the carbon-carbon single bond of ethane but not about the carbon-carbon,C,the carbon atoms in ethane are smaller than those of ethene.,D,the carbons in ethene are linked by a pi bond which restricts rotation.,30%,"Rotation about a carbon-carbon double bond is restricted because it would require the breaking of the pi bond, which involves the overlap of p-orbitals.",yes
semantic,questions,GOV-2019-107,Government,Human Evolution/History,Africa is regarded as the cradle of human civilization because,C,The first human skeletons were discovered in Africa,B,Early civilizations developed in Africa,30%,"Paleoanthropological evidence, such as the discovery of early hominid fossils in East Africa, supports the theory that Africa is the birthplace of humanity.",
semantic,questions,GEO-2020-036,Geography,Map Reading,Which of the following conditions indicates that two locations are not intervisible?,B,There is a convex slope between the two locations.,A,There is a contour line with a higher value between the two locations.,29%,"If a higher contour line (a hill or ridge) exists between two points, they are obstructed from view.",
semantic,questions,CHM-2022-028,Chemistry,Chemical Bonding,Why do lithium halides have a greater degree of covalent character than halides of other members of ,A,The small size of Li⁺ gives it a high polarizing power which leads to covalency.,B,The small charge of Li⁺ gives it a low polarizing power and high covalent character.,28%,"According to Fajan's rules, a small cation with high charge density has high polarizing power, increasing covalent character.",
semantic,questions,GEO-2019-027,Geography,Map Reading,Magnetic declination implies,D,angular difference between Grid north and Magnetic north,B,distance between True north and Magnetic north,26%,Magnetic declination is the angle on the horizontal plane between magnetic north and true north.,yes
semantic,questions,ACC-2020-004,Accounting,Accounting Errors,Book-keeping errors typically arise from:,C,Unintentional mistakes in recording and posting.,B,Intentional omission of transactions.,25%,"Book-keeping errors are usually accidental mistakes made during the recording or posting of transactions, such as miscalculations, incorrect entries, or omissio",
semantic,questions,ACC-2021-011,Accounting,Introduction to Financial Reporting,International Financial Reporting Standards (IFRSs) are developed and published by,A,International Accounting Standards Committee,D,International Accounting Reporting Standards Board,25%,"The International Accounting Standards Board (IASB) is the independent, private-sector body that develops and approves International Financial Reporting Standar",
semantic,questions,ACC-2022-006,Accounting,Introduction to Cost Accounting,"The following are the objectives of cost accounting, EXCEPT to:",A,determine the cost of products or services.,D,prepare the company’s financial statements for external reporting.,25%,"The preparation of financial statements is the primary objective of financial accounting, not cost accounting. Cost accounting focuses on internal reporting for",yes
semantic,questions,AGR-2020-049,Agricultural Science,Agricultural Economics,One of the underlisted factors does not generally influence the supply actions of producers.,A,The location of the farm and the nature of roads.,D,The price of inputs and technological advances.,25%,"While infrastructure like roads can affect the cost of distribution, it is not a primary determinant of supply in economic theory compared to price, input costs",
semantic,questions,AGR-2021-038,Agricultural Science,Agricultural Extension,The major role of an agricultural extensionist is to,A,Deliver information and inputs to farmers,C,Solve farmers' problems through the transfer of technology,25%,Agricultural extension is primarily an educational process aimed at helping farmers solve their own problems by adopting improved technologies and practices.,yes
semantic,questions,BIO-2025-039,Biology,Plant Transport,Which of the following statements is correct?,C,Bulk transport occurs in xylem,A,Xylem and phloem are related in their functions,25%,"Xylem is responsible for the bulk transport of water and dissolved minerals from the roots to the leaves. Phloem transport is two-way, companion cells load the ",
semantic,questions,BUS-2021-023,Business Studies,Business Management,The best approach to measuring productivity of labor in service-oriented industries is,C,average revenue per worker.,A,output per worker.,25%,"In service-oriented industries, output is often intangible and difficult to quantify in physical units. Therefore, revenue generated per worker is the most prac",
semantic,questions,BUS-2022-033,Business Studies,Motivation,"When a worker feels what could be termed 'esteem needs' in Maslow’s theory, the manager should",C,set challenging goals for the worker.,B,praise the worker.,25%,"In Maslow's hierarchy, 'ego' or 'esteem' needs relate to the desire for recognition, status, and respect. Praising the worker directly addresses these needs.",yes
semantic,questions,BUS-2024-046,Business Studies,Business Environment,The models of relationship between business and its environment are,D,output-input and interactive models.,A,input-output and internalization models.,25%,The two primary models describing the relationship between a business and its environment are the input-output model (which views the business as a system proce,
semantic,questions,CHM-2019-002,Chemistry,Atomic Structure,Which of the following is NOT an assumption of Bohr's model of the atom?,A,Emission spectra of atoms are continuous,C,The electron does not emit energy when in the orbits,25%,"Bohr's model postulates that electrons occupy discrete energy levels (quantized orbits), which results in line spectra, not continuous spectra.",
semantic,questions,CRS-2021-006,CRS,Christian Religious Studies,The outcome of Nebuchadnezzar’s siege on Jerusalem during the reign of Jehoiachin was,C,gouging out the eyes of the king.,B,slaying all the children of the king.,25%,"According to 2 Kings 24:13, Nebuchadnezzar carried away all the treasures of the house of the Lord during Jehoiachin's reign.",
semantic,questions,CRS-2021-049,CRS,Church History,The history of The Apostolic Church is traced to the,A,1918 earthquake in Ijebu-Ode.,D,1918 influenza in Ijebu-Ode.,25%,The Apostolic Church in Nigeria originated from the 1918 influenza epidemic (the 'Spanish Flu') which led to the formation of the Precious Stone Society in Ijeb,yes
semantic,questions,CRS-2025-013,CRS,Introduction to the Gospels,Why is the Gospel of John NOT referred to as Synoptic?,B,The author did not copy other Gospels,A,It is the fourth Gospel,25%,"The Synoptic Gospels (Matthew, Mark, and Luke) share a similar structure and content, whereas John is distinct in its theological approach and narrative content",
semantic,questions,ECO-2019-008,Economics,Basic Economic Concepts,"Under normal circumstances, the decision to consume more of one product implies ____",D,Less of another product will be consumed,A,More of another product will be consumed,25%,"Due to scarcity and limited income, consuming more of one good requires sacrificing some of another (opportunity cost).",
semantic,questions,ECO-2022-041,Economics,National Income Accounting,Which of the following is regarded as a factor payment?,B,Payment made for labour supplied.,D,Income flow.,25%,"Factor payments are the income people receive for supplying factors of production (land, labor, capital, and entrepreneurship). Wages are the payment for labor.",
semantic,questions,GEO-2019-021,Geography,Human Geography,Human imprint on the landscape greatly alters the natural environment; this impact is most significa,B,industrialized countries.,C,most economically developed countries.,25%,Economically developed countries have the highest level of technological capacity to modify the natural landscape.,
semantic,questions,GEO-2020-018,Geography,Population Geography,Which of the following best describes the pattern of population distribution in areas with high econ,C,Widely spaced large settlements.,A,Closely spaced large settlements.,25%,"High economic activity attracts large numbers of people, leading to the development of closely spaced, large urban settlements.",yes
semantic,questions,GOV-2019-072,Government,Concepts of Government,A major difference between power and authority is that ____,C,Authority is legitimate while power is not,D,Authority is not legitimate but power is,25%,"Authority is defined as power that is recognised as legitimate by the people, whereas power is the ability to influence others, which may or may not be legitima",
semantic,questions,GOV-2021-039,Government,Government,Oligarchy is a form of government which,C,enhances the interest of the ruling few.,A,protects the interest of the common people.,25%,"Oligarchy is defined as a system of government where power rests with a small number of people, typically those distinguished by nobility, wealth, or military c",
semantic,questions,GEO-2021-014,Geography,Climatology,Which of these statements is correct regarding the position of the sun and pressure belts?,A,"By September 23rd, the sun is overhead at the Equator.",C,"On January 3rd, the sun is overhead at the Tropic of Capricorn, making the region a low-pressure belt.",24%,"During the perihelion in early January, the sun is overhead at the Tropic of Capricorn, causing intense heating and low pressure.",
semantic,questions,IRS-2019-002,Islamic Religious Studies,Islamic Religious Studies - 2019,5% of total earnings must be paid. the collectors of Zakat are entitled to a share of the collection,D,"hero- worship According to Qur'an 9 verse 60, the number of Zakat beneficiaries is SNe > Fe is abstinence from eating, drinking and sexual intercourse from dusk to dawm. sunset to dawn. dawn till dusk. dawn till sunset. CASS . What distinguishes Hajj from ‘Umrah isthe",C,ancestral worship,22%,"The correct answer is D: hero- worship According to Qur'an 9 verse 60, the number of Zakat beneficiaries ",
semantic,questions,BIO-2022-020,Biology,Public Health and Parasitology,Which of the following is NOT a direct means of malaria control?,D,Eating a balanced diet and improving the immune system of an individual.,A,Control the population and reproduction of mosquitoes.,21%,"Malaria control focuses on vector (mosquito) eradication and parasite elimination (drugs). While a balanced diet improves general health, it does not prevent or",
semantic,questions,ECN-2021-023,Economics,Uncategorized,Combined positive demand and negative supply shock of the same magnitude will,C,raise equilibrium price but leave equilibrium quantity unaffected.,A,raise equilibrium price and quantity.,21%,"A positive demand shock raises price and quantity; a negative supply shock also raises price but reduces quantity. Combined, the price effects reinforce while q",
semantic,questions,BIO-2020-021,Biology,Uncategorized,"In seed vascular plants, the first fertilization occurs...",C,When one nucleus fuses with ovum to form a zygote,A,When two nuclei fuse to form a zygote,20%,Double fertilization in angiosperms: FIRST fertilization = one sperm nucleus + egg = zygote (diploid). SECOND fertilization = one sperm + two polar nuclei = end,
semantic,questions,GEO-2019-003,Geography,Geology,Mohorovicic discontinuity refers to a,A,transitional zone between core and mantle,B,transitional zone between crust and mantle,20%,The Mohorovicic discontinuity is the boundary between the Earth's crust and the mantle.,yes
semantic,questions,GEO-2021-007,Geography,Map Reading,A gradient is expressed as the,A,term of vertical rise to the horizontal distance,D,ratio of vertical rise to the horizontal distance,20%,A gradient is mathematically defined as the ratio of the vertical rise (change in elevation) to the horizontal distance (run).,yes
semantic,questions,ACC-2020-006,Accounting,Accounting Principles,"When recognizing income under the accrual basis of accounting, which of the following statements is ",C,"Income is recognized when earned, regardless of when cash is received.",A,Income is recognized when earned and cash is received.,17%,"Under the accrual basis of accounting, revenue is recognized when it is earned, meaning the entity has substantially completed its performance obligations and h",
semantic,questions,ACC-2025-040,Accounting,Agency Theory,Information asymmetry arises within an organization when,B,The managers have information at their disposal for their selfish interests,A,There is an imbalance of information between principals and agents,17%,Information asymmetry occurs when one party in a transaction (usually the agent/manager) possesses more or superior information compared to the other party (the,yes
semantic,questions,AGR-2019-005,Agricultural Science,Reproductive Biology of Flowering Plants,Which of the following is a major reason why insects visit flowers?,D,To fertilize the flower,C,To suck nectar from the flower,17%,"While pollination is a consequence of insect visits, the primary biological incentive for insects to visit flowers is to obtain food in the form of nectar.",yes
semantic,questions,AGR-2021-042,Agricultural Science,Agricultural Economics,"In partial budgeting, reduced costs implies",C,expenses no longer incurred,A,estimates of reduced income due to change,17%,"In partial budgeting, 'reduced costs' refers to the expenses that are eliminated or saved as a result of a specific change in the farm plan.",
semantic,questions,AGR-2021-049,Agricultural Science,Agricultural Economics,"In partial budgeting, reduced costs implies",C,expenses no longer incurred,A,estimates of reduced income due to change,17%,"In partial budgeting, 'reduced costs' refers to the expenses that are eliminated or saved as a result of a specific change in the farm plan.",
semantic,questions,BIO-2022-023,Biology,Classification of Living Organisms,Protists and bacteria are grouped into different domains because,C,"protists have a membrane-bounded nucleus, which bacterial cells lack.",D,bacteria decompose protists.,17%,"Protists are eukaryotes, meaning they possess a membrane-bound nucleus and organelles, whereas bacteria are prokaryotes and lack these structures.",
semantic,questions,BIO-2024-040,Biology,Plant Kingdom,Gymnosperms are plants that,C,produce naked seeds.,D,do not produce seeds.,17%,"Gymnosperms are vascular plants that reproduce by means of an exposed seed, or ovule, rather than a seed enclosed within a fruit.",
semantic,questions,BUS-2019-033,Business Studies,Inventory Management,One of the purposes of inventory management is to:,A,meet variation in demand,B,allow stockout,17%,"Inventory management ensures that a business has sufficient stock to satisfy customer demand, even when that demand fluctuates, thereby preventing stockouts and",
semantic,questions,BUS-2021-047,Business Studies,Accounting Principles,Credit sales is,A,sales not paid for but already earned.,C,sales paid for but not earned.,17%,"Credit sales refer to transactions where goods or services are delivered to the customer, and the revenue is recognized (earned), but payment is deferred to a f",
semantic,questions,CHM-2019-037,Chemistry,Atomic Structure and Periodic Properties,The following factors influence ionization energies except:,A,shielding effect of inner electrons,B,magnitude of the nuclear charge,17%,"While the shape of an orbital (e.g., s vs p) influences the penetration and energy of an electron, it is not considered a primary factor influencing ionization ",
semantic,questions,CHM-2024-011,Chemistry,Chemical Equilibrium,The equilibrium constant Kc for a reaction is 55.78 at 291 K. Which of the following statements is c,C,The reaction will proceed to the right,A,The equilibrium constant value will increase,17%,"According to Le Chatelier's principle, adding more reactants shifts the equilibrium to the right to consume the excess reactant. Kc remains constant unless temp",
semantic,questions,CRS-2025-038,CRS,History of Israel,Which of the following is NOT a factor that led to the divided Kingdom of Israel?,C,Solomon’s bad rule,A,Saul’s disobedience,17%,Saul’s reign preceded the united monarchy's peak and the subsequent division; the division was primarily caused by Solomon's policies and Rehoboam's refusal to ,yes
semantic,questions,ECN-2021-005,Economics,National Income,A country's national income is affected positively by one of the following factors EXCEPT the,D,quantity and quality of water resources.,A,availability of natural resources.,17%,"While water is a resource, the general factors of production affecting national income are land (natural resources), labor, and technology. Water is a subset of",
semantic,questions,ECN-2021-030,Economics,Labour Economics,The labour force of a country is best described as the number of people,B,within the working age who are willing and able to work.,C,in paid employment.,17%,The labour force consists of all persons of working age who are either employed or actively seeking employment.,
semantic,questions,GOV-2019-043,Government,Political Science Methodology,Traditional approach to politics is non-scientific because the ____,A,Approach is utopian and idealistic,D,Approach is authentic,17%,"The traditional approach is normative, focusing on values and ideals rather than empirical data.",
semantic,questions,GOV-2019-128,Government,Political Thought,"In John Locke's analysis of sovereignty, all rights are",B,Partially surrendered to the community,A,Surrendered to the community,17%,"Locke argued that individuals surrender only specific rights (like the right to judge and punish) to the community to protect their natural rights, unlike Hobbe",
semantic,questions,GOV-2020-046,Government,Political Thought,"In John Locke's analysis of sovereignty, all rights are",B,partially surrendered to the community.,A,surrendered to the community.,17%,"Locke argued that individuals surrender only the right to enforce the law of nature to the community, retaining their natural rights to life, liberty, and prope",
semantic,questions,PHY-2019-001,Physics,Mechanics,Two bodies fall freely. Which condition ensures they fall with equal acceleration?,C,They are falling in a vacuum,A,They have the same weight,17%,"In a vacuum, all bodies fall with the same acceleration due to gravity (g) regardless of their mass or weight.",
semantic,questions,PHY-2024-027,Physics,Spectroscopy,"In NMR spectroscopy, the spinning nuclei in a strong magnetic field must be irradiated by which of t",B,Perpendicular and weaker field.,A,Radio frequency radiation perpendicular to the magnetic field.,17%,NMR requires an oscillating radio frequency field applied perpendicular to the static magnetic field to induce transitions.,yes
numeric,questions,ACC-2020-049,Accounting,Personal Income Tax,The following information is provided in respect of Adeolu for the 2008 assessment year: Salary ₦240,A,"₦240,000",B,"₦322,500",Computed value,Explanation computes to 322500,yes
numeric,questions,ACC-2021-015,Accounting,Partnership Accounts,Adewumi and two other partners share profits and losses in the ratio 3:2:1 respectively. If the tota,A,"N76,267",D,"N228,800",Computed value,Explanation computes to 228800,yes
numeric,questions,ACC-2024-027,Accounting,Taxation,"A company is assessed for local government rates of ₦50,000, tenement rates of ₦60,000, and market l",A,"₦50,000",D,"₦150,000",Computed value,Explanation computes to 150000,yes
numeric,questions,ACC-2025-003,Accounting,Final Accounts,"If the opening inventory is ₦43,655, the closing inventory is ₦14,340, and the cost of sales is ₦106",C,"₦153,888",A,"₦77,235",Computed value,Explanation computes to 77235,yes
numeric,questions,ACC-2025-007,Accounting,Financial Statement Analysis,"A company has a net income of $50,000 and total assets of $500,000. What is the return on assets (RO",C,15%,A,10%,Computed value,Explanation computes to 10,yes
numeric,questions,BUS-2021-015,Business Studies,Final Accounts,"Calculate the cost of goods sold given the following: Opening stock N15,000, Purchases N50,000, Clos",C,"N25,000",A,"N61,000",Computed value,Explanation computes to 61000,yes
numeric,questions,BUS-2021-016,Business Studies,Financial Accounting,"A company has a revenue of ₦500,000 and a cost of goods sold of ₦353,000. What is the gross profit m",A,70.6%,B,29.4%,Computed value,Explanation computes to 294,yes
numeric,questions,BUS-2024-020,Business Studies,Financial Accounting,"A company has a revenue of ₦500,000 and a cost of goods sold of ₦147,000. What is the gross profit m",B,29.4%,A,70.6%,Computed value,Explanation computes to 706,yes
numeric,questions,CHM-2020-017,Chemistry,Gas Laws,"What is the mole fraction of oxygen gas in a mixture containing 32.0g of oxygen gas, 32.0g of methan",A,0.143,B,0.286,Computed value,Explanation computes to 0286,yes
numeric,questions,CHM-2021-029,Chemistry,Inter-halogen Compounds,Which of the following inter-halogen compounds does not exist?,B,IF3,A,ClBr3,Code match,"""ClBr3"" appears in the explanation",yes
numeric,questions,CHM-2025-006,Chemistry,Atomic Structure,The mass spectrum of an atom shows two peaks with masses 80 and 100. If the isotopic ratio of the is,C,89.1,A,98.0,Computed value,Explanation computes to 980,yes
numeric,questions,MAT-2025-003,Mathematics,Permutation and Combination,In how many ways can the letters of the word BURNING be permuted if it begins with B and ends with G,C,360,A,60,Computed value,Explanation computes to 60,yes
numeric,questions,MAT-2025-032,Mathematics,Set Theory,"The power set of the set A = {∅, {∅}} is the set of all subsets of A. How many elements are in the p",C,3,A,4,Computed value,Explanation computes to 4,yes
numeric,questions,MAT-2025-041,Mathematics,Statistics,"A researcher has collected the following sample data: 5, 6, 7, 8, 4. What is the mean?",B,5,A,6,Computed value,Explanation computes to 6,yes
